,Business ID,ID,Review,Rating,Date
10,gr3wUszE1972q0GBkmwEXQ,wXvalumUKcLZwKi7ElOMIw,"Ordered delivery through Yelp and boy, the food was delivered REAL fast! I was so surprised! Food came hot and is neatly packed. Had the pork pad thai &...",4,2020-12-26 14:26:17
11,gr3wUszE1972q0GBkmwEXQ,RY9smdBoCiofxGEQZ95vTw,Silver lining during the pandemic is they now have outdoor seating:-) Came here for a drink and enjoyed my first mojito with freshly grated ginger $8 during...,5,2020-09-29 14:35:59
12,jMb34zhfkqoW866F10hf1Q,oyc7ElZsSOoJQeWyH5IrXg,"On time delivery 
Got lunch special - served in a container with 3 
Portioned areas to hold the 2 sides 

Great deal 
Delicious 
They just got a new customer !",5,2020-10-15 09:43:21
13,jMb34zhfkqoW866F10hf1Q,eOA9n43EJPdG0VyLEktQhw,Delish lunch specials. Delivery was on time by King. Yummy Thai food. Would recommend to people in the neighborhood and would order again. Thank you for the...,5,2021-02-04 10:13:53
14,jMb34zhfkqoW866F10hf1Q,vIVOiZZHiX8l0lDj3X0GZg,Great lunch special and fast delivery! Had the drunken noodles lunch special and it was fantastic! I will definitely be ordering again and look forward to...,5,2021-01-19 10:07:16
15,1ubEg-rrSE8IWXl6lJzIGw,M5vohQ5yotNe5MsfqzouVw,"ordered chicken pad thai, vege spring roll, about 18 bucks. (take-out)

vege spring rolls on spot, crispy deep fried skin, tasty filling (cabbage, carrot,...",4,2020-10-25 23:47:21
16,1ubEg-rrSE8IWXl6lJzIGw,uVC8PF2BelIf3SEvNwLQTQ,"This place is great. Haven't been inside the restaurant, only ordered delivery. So glad that they deliver pretty far, within a great time frame. Food always...",5,2021-01-05 18:49:35
17,1ubEg-rrSE8IWXl6lJzIGw,Vxp467OjvlwfcB9bSt_0IA,Very glad they deliver during stay at home orders. Solid lunch special food wise and price wise. I ordered 2 lunch specials: beef pad see ew and red curry...,5,2020-05-20 11:21:39
18,3GMHPnrkFAcqffw3T7JSdQ,2mr1Z2k1_qk44lFCpEMHvA,"Since my initial visit this place has become a decent go to place for some Thai food in Queens. 
Drinks I tend to always go with the White or Red Lychee...",5,2020-05-20 11:17:33
19,3GMHPnrkFAcqffw3T7JSdQ,UVIkwX9ZdDt6NuewjEsfwQ,Beautiful indoor decor and outdoor dining area. Food is delicious and very flavorful. COVID guidelines aren't strictly followed and staff was very friendly!...,5,2020-11-30 14:07:23
20,3GMHPnrkFAcqffw3T7JSdQ,dq_cqLzm9OiT53UpCTKx1g,Very decent Thai priced extremely low for how good the food is! A must try in the Jackson heights area. They have a great space and their takeout is good too!,5,2020-10-10 18:05:53
21,-YazuZbXAM_NOny8LpLQpQ,8aEoBuu3zRDs0bKjZOWuCw,One of my favorite Thai restaurants in queens. Due to the pandemic indoor dining is suspended for now and there is no outdoor dining. You can call ahead and...,5,2021-01-11 07:04:57
22,-YazuZbXAM_NOny8LpLQpQ,TPjQRT-7e34tQUKtTxLAaA,"BKNY us like a staple of the neighborhood.  Although it looks small from the outside, the place is utterly big on the inside. 

During these pandemic times,...",4,2020-11-28 04:45:49
23,-YazuZbXAM_NOny8LpLQpQ,eW6udNV6rS8-JjF_nXQNpA,My favorite Thai restaurant- pretty sure if you live in queens you've been here. If you haven't run there now. They have accommodated for covid guidelines....,5,2020-11-28 22:41:23
24,fRO4Fwe5uRAajMcTwLbVkA,v77r6EpHGmXCeveVeSyLLA,I've been a frequent customer since i discovered this place 10 years ago. Dine in area is small on the inside but the quality if food makes up for it. They...,5,2021-01-14 16:28:58
25,fRO4Fwe5uRAajMcTwLbVkA,K5AWeCkdoQo-GyEzq_l5EA,"Delicious. 

I called for pickup on NYE and it seemed busy because they had to put me on hold while taking another persons call. Order was ready for pick up...",5,2021-01-02 18:26:38
26,fRO4Fwe5uRAajMcTwLbVkA,opMB5flfd9v-YN7dFJQpFw,Got delivery the other day. My wife and I enjoy Thai food and ordered a bunch of items. Everything was delicious and the spice level just as ordered.. The...,5,2021-02-15 11:30:15
27,1E7lCNaRAM1Da0vkt5rcvw,wNvY7xZAywx4qVHq48G4zA,Wow. I am so glad Thai Mission opened up in the neighborhood. It's a real hidden gem. My Thai friends and I ordered a bunch of dishes to share family style...,5,2021-01-13 08:04:54
28,1E7lCNaRAM1Da0vkt5rcvw,nhNBhKgOVSuBIPGM7dIXHw,I ordered delivery twice and the food arrived hot and fresh! The crab fried rice is a must try with actual crab meat and was very flavorful. I'd also...,5,2021-02-15 16:43:31
29,1E7lCNaRAM1Da0vkt5rcvw,YGSSbpgF7UU6h4Zf0qxYBQ,"Wat she order? Fish filet! Get it? Wat is a Thai temple. 

Despite a global pandemic, this amazing Thai restaurant just opened in Maspeth, Queens. The...",5,2021-01-13 09:01:09
30,OVAV0k2O1kqeuRFyt95qzg,uXJwGnYIqDlP3IgpVTeBcg,"For a late-night dinner with friends, I ordered the Khao Soi Gai noodle curry (listed as just ""Khao Soi"" on the menu). The curry was concentrated and...",5,2020-09-16 18:12:42
31,OVAV0k2O1kqeuRFyt95qzg,rlmka5-6MMFm0R3BPPyd3g,"love this place! they were super accomodating for my friend and I when we wanted to eat outdoors in the cold, and of course the food is amazing. I have...",5,2021-01-13 17:22:29
32,OVAV0k2O1kqeuRFyt95qzg,VviFnhZzJg3lubzv8zv94w,"When I ordered this through seamless, the site did not give me any warnings that it was too far away and even Yelp said from my location it was 1.7 miles...",5,2020-03-28 03:30:30
33,a-Bq_yXFVk2PptoWpmry3w,CrA0SPuLWPShVSSu_GCskw,I have been to this restaurant pre and post-COVID and both experiences have been so enjoyable. The outdoor patio is nicely decorated with a small fish pond...,5,2020-12-30 15:27:21
34,a-Bq_yXFVk2PptoWpmry3w,skq5LzqCFvChew3yDY5AmA,This place makes my belly happy. Add it to your list for authentic and flavorful Thai dishes that don't shy away from bolder spice levels. In my experience...,5,2020-12-28 22:03:26
35,a-Bq_yXFVk2PptoWpmry3w,5FYhEHsPK6gZHeiC9DkUdA,"Came to Astoria on a random whim and then decided to check out Pye Boat Noodle due to its overwhelmingly positive reviews, and it was so worth it. I loved...",5,2020-11-23 18:46:08
36,oNN202L_XcNM-tuDHlgkfg,ur27etyZaSGtA4qR99Zn-g,Takeout doesn't take long and food is always on point! I always get the thai sausage fried rice and thai icetea. Perfect lunch or dinner meal.,5,2021-02-10 10:45:38
37,oNN202L_XcNM-tuDHlgkfg,aJONEQBbsgq4g8hdKICfVQ,I order here almost every week / every other week and they never fail to satisfy! They must recognize my number because when I call they already know my...,5,2020-09-13 13:15:35
38,oNN202L_XcNM-tuDHlgkfg,yvbptjzAd8JLdvo8QFFeMQ,I ordered takeout crispy pork over rice...well packed and hot too. Thank you for being there in this difficult times.....,5,2020-11-11 09:23:19
39,hA5QUlrSjpxMZ90Kof0bgA,lXlHP1teDHsX20QXMyYBVw,"I LOVE THIS SPOT! 

Khao Kang has been a reliable place to get food for lunch or dinner for me. This spot is like Chinese rice box places but it's with Thai...",5,2020-11-24 16:34:03
40,hA5QUlrSjpxMZ90Kof0bgA,Tao8ebqBVO0mMmGt2lSDdw,"This is another place that I bookmarked a really long time ago but  never went...until now!  Wow, what have I been missing?!?!  This is such a gem.  I will...",4,2021-01-14 14:16:36
41,hA5QUlrSjpxMZ90Kof0bgA,GCjo5Cf1TIH0RjI3vL-qGw,"This spot is great, everything others have written about authenticity, service and price is spot on.
I would like to make one small point that I hope they...",4,2020-10-18 08:12:07
42,PPQSf_1JWkbjFHi1S0nSNA,O9yL3y-CtidLd_olvwdStQ,Lamoon is bomb every single time. Their food is not commonly found in Thai restaurants so it's a must try. Also it's a smaller family owned place so their...,5,2020-09-09 18:04:52
43,PPQSf_1JWkbjFHi1S0nSNA,QRhRuOg8qS4_sx25JGkuLQ,Very decent Thai priced extremely low for how good the food is. A must try in this area. They have a great space and their takeout is good too!,5,2020-10-23 00:01:35
44,PPQSf_1JWkbjFHi1S0nSNA,pXD1leSKnIcjxI0foGi2nQ,Without a doubt one of the best Thai restaurants in Elmhurst. It is unique in their creative dishes and the flavors are so fragrant once the food hits your...,5,2020-08-23 11:27:54
45,Ve_iFpnhL8zN789ZL2jnxQ,f0ATdrZ_5ArYzCqjBLrkDg,"This is our ""go to"" neighborhood Thai spot.  Delivery is always quick.  Food is always great and consistant.  The portions are good.  The Basil fried rice...",5,2020-09-07 15:54:29
46,Ve_iFpnhL8zN789ZL2jnxQ,6z-FxlqDhFj6ewSoXo8Rog,"This Thai spot is a local gem. We just moved to the area and had been avoiding thai food because our takeout thai food experience were hit or miss, mostly...",5,2020-07-22 06:13:54
47,Ve_iFpnhL8zN789ZL2jnxQ,yymp-hyaIz-zis-ZZMYptA,Fairly friendly and reliable Thai in the neighborhood. Actually the only Thai in the confines of Rego Park. Delivery is fast and friendly too.  Should out...,4,2021-01-02 17:50:12
48,STx4mlpKJVrjd6eZu4yDIw,_CtLZ4nNV9JwNseiueSNhA,Great new takeout option in the neighborhood! We really loved how fresh the ingredients were in the beef salad and larb dishes  Great spice on the drunken...,5,2021-01-28 15:34:52
49,STx4mlpKJVrjd6eZu4yDIw,0GNeJMUE5hDWJXjp3Zapgg,"We ordered takeout crab fried rice, coconut shrimp, crab rangoon and mango sticky rice.  Everything was fresh, hot and delicious.  Order was delivered very...",5,2021-02-02 16:33:07
50,STx4mlpKJVrjd6eZu4yDIw,pp76D_-wXrS_rDfiNL7ygQ,Grilled beef salad is moist and rich herb seasoning. Best low carb dish. The lady is very friendly and fun personality. This restaurant is a portal to...,5,2021-01-31 14:18:50
51,tVB11pOiDhPWlt_o6ylMNg,ENpZtfYbTpr-5fq0fyQadQ,"Everything you've read about their Tom Kha soup is legit. It is delicious! The only caveat is sometimes they change up the vegetables, so once I got...",5,2021-01-14 10:49:47
52,tVB11pOiDhPWlt_o6ylMNg,3PZc_8E5VdIWtBlJsrOg9g,"Enthaice is one of our favorite Thai restaurants in the neighborhood. We've been inside a few times and with the pandemic, we order every few weeks. Fun...",5,2020-12-09 20:50:23
53,tVB11pOiDhPWlt_o6ylMNg,m5701KTLVmKMWQhMk6VnTA,Please note: My first experience with them is during the coronavirus so (a) I only did takeout (b) I'm extremely biased for businesses that are serving...,5,2020-04-08 19:24:31
54,inftQdKaEEiqQ323AlomXg,f1CPBedDZzqPyApc1c_5Pw,"Whoa, whoa, whoa, whoa. I haven't written a review for Dek Sen yet?! Get outta here!

Dek Sen is one of my top Thai restaurants in NYC. Period. I love this...",5,2021-01-11 15:52:44
55,inftQdKaEEiqQ323AlomXg,CgwoBy5F8SxTw3gEquXv_Q,"Ordered delivery a couple food, noodle and papaya salad. The food is fresh and still hot when arrived to my house. The delivery is on time. All food i...",5,2021-02-07 22:38:19
56,inftQdKaEEiqQ323AlomXg,g0aAQEgi1AldvgmhTJRHnQ,"AMAZING AND A MUST if you're in Elmhurt!

Food 5/5
Love all of it. My noodles were spicy and packed with flavour. The desserts were the bomb! The thai iced...",5,2021-01-11 17:42:55
57,5pzc2GdvdmqiLRSdjHnnKw,7GUSPGxM2ZMfUkPshrqYgA,"The place was nicely decorated and the tables were all sectioned with plastic sheets for patron safety.  

We did takeout and ordered red curry, curry puff,...",5,2020-12-30 05:29:51
58,5pzc2GdvdmqiLRSdjHnnKw,skZsLBra8UNdz5XAB3_uew,Came here to dine in for lunch (next week NYC is reverting back to takeout/outdoor dining).  There was temperature check and every table had a divider....,5,2020-12-12 00:18:51
59,5pzc2GdvdmqiLRSdjHnnKw,qp2-A_qxOkpdsZN7egF2MQ,"Best Crabby Poo!

One of the best Khai Jeaw Poo - Crab Omelette I've ever had.  The omelette itself is fluffy, light, and rolled up just like a famous...",5,2020-09-22 21:19:26
60,1svF14BUYt_Wc0XA3nMxdw,ZemrPEYlwFcespHMaLaK_A,"This is a nice take out Thai place I ventured today. When it comes to Thai food, the essence is in sauce or the base. And that's the main reason driving my...",5,2021-01-31 15:58:58
61,1svF14BUYt_Wc0XA3nMxdw,E7EWJ7H49zW9uf9dZKrprQ,"Ordered dinner for pick up for the first time and we were so pleasantly surprised! Not only was the pick up process seamless and contact less, my order was...",5,2020-04-15 16:43:31
62,1svF14BUYt_Wc0XA3nMxdw,UvGq5WCmSI_dE2NK1Ai5Rg,"We've tried their lunch specials twice now.  Both have been excellent.  Really tasty and very reasonably priced.  

The previous Thai restaurant at the same...",5,2020-03-23 20:08:09
63,CpY77cDN1KS5EdiXMmWovw,LB-vDrxlZg5A2ki-M94Hgw,"Limited indoor seating w sanitation protocols and social distancing practices.

Start off by saying the staff is EXTREMELY POLITE and ATTENTIVE. No frequent...",4,2020-12-09 10:50:56
64,CpY77cDN1KS5EdiXMmWovw,aGGCPjH0rQpnf7iH6R_SCA,Great spot for Thai food and outdoor dining during COVID if you live nearby. The curry is good but not the greatest. Chicken could be better. Thai tea is...,4,2020-08-04 11:21:08
65,CpY77cDN1KS5EdiXMmWovw,Mr5GcIhCiTKA9yM1IQk9Pg,"An absolutely phenomenal Thai restaurant in the heart of Astoria/LIC. Beautiful ambience inside sets an elegant tone in a quiet, romantic setting. Also...",5,2020-05-22 12:29:39
66,a23bfZBVjIhV32Em4hKHAA,fR_5_5oJzmy6AijwmbB-SQ,"I picked up takeout this weekend, and was glad to see that pickup is through a walk-up window, so you don't have to go inside. Great for COVID safety, and...",5,2021-01-24 19:02:53
67,a23bfZBVjIhV32Em4hKHAA,cDKXVbWDI-GX1Y7KLOe5Bw,I started ordering from The Buffs in Spring 2020 and have enjoyed their consistently good food and friendly service. So happy to have them in the hood! Got...,5,2020-12-30 16:43:44
68,a23bfZBVjIhV32Em4hKHAA,hjZed0sRkrQjcvWKTGTFyQ,Quick and tasty! My go to spot. The pad Ew is my favorite. Nice prices. I always pickup because it's quick and I love hot food,5,2021-01-01 15:57:00
69,PyaeHq_UAu6nazGiy0XAnw,RPBU_MB1oA_OeGLKxuAwuQ,I've been here 2-3 times before (before Covid) and just got take out this past weekend. I've always liked the pho broth here because it tastes really...,5,2020-11-24 20:04:21
70,PyaeHq_UAu6nazGiy0XAnw,bOByutiN5Ju8wvIGQR6_6A,Been here twice now and they now have a cute outdoor seating area. The curbside dining area is built well with a nice tent over the whole thing to block out...,4,2020-11-01 07:23:32
71,PyaeHq_UAu6nazGiy0XAnw,usJTsSY0w5duOJaEzp7lJA,"Cute little vietnamese/thai fusion gem in Whitestone! Came here on a Sunday, they don't take any rsvp but it was fairly packed with some empty tables at...",4,2020-11-02 09:49:59
72,yCJHIM-PWl54K53ACOpoNg,F48QgpQ1mIYebGN7YL-z8Q,"Spicy is NO BS here! Unique and delicious Northeastern Thai food is the true experience here, if you're looking for typical Thai dishes like Pad Thai - not...",5,2021-02-08 17:59:14
73,yCJHIM-PWl54K53ACOpoNg,HT0RsyQQzsrDMhLFi_Ynng,"This soup was so flavorful, noodle were soft, pork was so tender. It's call Khao Piak Sen. I ordered for delivery they're pay attention with the package,...",5,2020-07-06 16:06:31
74,yCJHIM-PWl54K53ACOpoNg,hPDXj6pB-xs3HuvJBChTiA,"**Delivery Review**

One of the many Thai restaurants within radius in the neighborhood. Fairly quick delivery window of 25 minutes and a wide array of...",4,2021-02-09 08:35:08
75,m2_ZNFos5ugAwe8ft8eaEw,jDZXLRosH_w3nSf-7mFI2A,"Been wanting to try this fine establishment for very long time now and since my friend lives close, so we ordered Set 3 for take out, which is perfect for 3...",5,2020-11-22 15:32:40
76,m2_ZNFos5ugAwe8ft8eaEw,HogaNCsoKomVtAv0SppS5g,"PRO TIP - CASH ONLY!!

You literally cannot get better Hainese Chicken in NYC other than this place! It's the only thing they sell and there's a reason why...",5,2020-08-26 12:25:44
77,m2_ZNFos5ugAwe8ft8eaEw,SHTYj5Avh7f9jCEqo0THlA,"Hands down the best Hainanese chicken over rice I've had. 

I've had this place bookmarked for a while now and I finally had the chance to try it out. I...",5,2020-06-28 12:40:58
78,kXuubLd6s3GidpqU3psPdw,W_CdVh_zFZdLHsUoSLuBNw,"Really gonna miss ordering from this place twice a week, no shame. Consistently really flavorful, large portions for 10-13$. The people are super nice too!...",5,2020-12-26 13:44:25
79,kXuubLd6s3GidpqU3psPdw,AaFwyAfg5pc7eFBrSJiu-g,Hole in the wall? Talk about literally. Raw shrimp salad. 10 stars. Very authentic & the food is just the best I've ever had. Last time I ordered it was...,5,2020-11-21 18:40:22
80,kXuubLd6s3GidpqU3psPdw,5ZWC6fSnlm0ESDydfv4JMQ,Elmhurst is really the spot to go for you're craving Southeast Asian or East Asian cuisines. I've came here multiple times pre-Covid and it's a small...,5,2020-10-30 13:20:39
81,a5H9p1B6m6WPVjakPylvdA,SWfdFkY2Fs6nlWd6EVx3xg,"I ordered delivery so many times. My first time to dine in does not disappoint me. Everything is done properly. Seafood is cooked just right. 

Their...",4,2020-09-02 17:25:16
82,a5H9p1B6m6WPVjakPylvdA,9AUjXR_e3Oof2nYqxT6fAQ,"I've been coming to Spicy Shallot for quite some time. Previously, the food here was mediocre. However, we recently went for outdoor dining during the...",4,2020-07-17 11:06:09
83,a5H9p1B6m6WPVjakPylvdA,gTD55Z1DuC6VwS9S1NRYKg,"Always my go to Thai restaurant in my neighborhood even with all the other choices of Thai around. They have great lunch menu deal. Since COVID, they have...",5,2020-11-04 11:45:14
84,zRQNaDUoWTInc2tqndSJVA,fOR8Bbi_0hhAzJeeCvB0wA,The Thai food was pretty good. I decided to try this new delivery spot as I wasn't impressed with the other Thai restaurants (or more like Asian fusion...,4,2020-07-09 20:23:56
85,zRQNaDUoWTInc2tqndSJVA,X1kylbWB7o4WkC6hdKfXJA,"I have been to this place 2-3 times and I have never been disappointed. Even during COVID, they kept their lunch menu which is an amazing deal! $10 for an...",5,2020-10-26 14:32:02
86,zRQNaDUoWTInc2tqndSJVA,y9ttwwJUqzHlc-KijL-BnQ,This place is open for takeout and pickup during the coronavirus quarantine! And they even offer their awesomely priced lunch special. The green curry was...,5,2020-03-28 21:43:16
87,rehmlZmUNL2AthW-VTXJJQ,npD3KUZEB4T27LQS-ZOKgQ,"I'd rate tasty Thai four and a half stars.

We ordered takeout through a delivery app. I ordered the tom yum soup with chicken. The broth was very flavorful...",5,2021-02-06 17:43:24
88,rehmlZmUNL2AthW-VTXJJQ,IwvxtTWjbaZ9jevlMTBpWA,As a vegetarian this is my FAV thai place to order from. I have yet to go in person due to covid but everytime I am craving thai food I order delivery from...,5,2020-09-06 15:19:19
89,rehmlZmUNL2AthW-VTXJJQ,ie0kpEcwq7QB9qq_6gdlQA,Best vegetarian mock duck I've ever tasted!!! The imitation duck salad is my go to. Highly recommend for veg and non-veg alike! Also the tum yum soup......,5,2020-09-01 06:02:03
90,YMcDo3UccCPvIJrQ5Yt9Yw,q5OXL0P1PsHGuS0xzPUKjg,"O.M.G. ......,So delicious and worth the price.
Check the GRUB-HUB MENU photo.

     They are the best with ACCURACY to DETAIL for Asian cuisine delivery!!...",5,2020-06-08 19:08:13
91,YMcDo3UccCPvIJrQ5Yt9Yw,iwsx9DPXNu1wkWEgEKlBNg,Very good food and nicely portion. One of my favorite places to order Thai food. Delivery is great and food very well packaged.,5,2020-08-28 17:22:07
92,YMcDo3UccCPvIJrQ5Yt9Yw,81HuGUuiJ7Qc4Y0pQZMJRg,This spot is great. I've only ever ordered take out from here via Doordash. And they always follow my instructions with the orders far as no egg and brown...,5,2020-10-08 16:15:21
93,OR9oqAJW-U5ZnqhwH12Nuw,MjPrXhDCb3AH4t1wLarScQ,"Cutest shop ever! Ive been here before covid and its always packed! Its sad to see it at 33% capacity. 

They have heated outdoor seating with plenty of...",5,2020-11-19 17:30:22
94,OR9oqAJW-U5ZnqhwH12Nuw,i8Z4nx2peEvntMdpow1cVw,I literally order take out from this place every week since I live a couple blocks away. The value of the meal definitely unbeatable. Crispy pork  Kraprao...,5,2020-10-22 12:39:23
95,OR9oqAJW-U5ZnqhwH12Nuw,x299XjQOc8JK57jSj4OCxg,Khao Nom is one of best Thai restaurants in the neighborhood. The interior decor is simple and lovely with vintage style adornment. We had a lunch with...,5,2021-02-03 20:32:56
96,wEawMdWT7UtZjEmmMTBiGA,qzPtZD---iWxswSX42_amQ,"Coronavirus Diary Day 311 - 1/19/2021

It's the last day of Trump's Presidency, plus I still haven't got vaccinated, and neither of these has anything to to...",5,2021-01-19 13:18:16
97,wEawMdWT7UtZjEmmMTBiGA,wDV62QaRL8vlxzSRJoGQuw,OMG I order delivery from here today and I got surprised because estimated delivery time is 35-45 mins but they came here just 20 mins. So fast if you...,5,2020-12-05 12:49:28
98,wEawMdWT7UtZjEmmMTBiGA,t45tjgMDELrr5euQ7w4HHg,I went for the lunch box but unfortunately when I was stopping by (Friday around noon) they weren't offering it. I ended up getting the green curry  lunch...,3,2021-02-14 20:41:28
99,toykv8K0yg8qtvZSXRQ5bg,57MJPP3pM3Yhtfll-PkHfQ,"I love Pochana. It's affordable, the food's good, and the decor is so cute and cozy. It has plenty of seating for couples but can't really seat too many...",5,2020-10-21 19:07:24
100,toykv8K0yg8qtvZSXRQ5bg,JJMFLXMC9m3CLf1KkZrJ2w,I ordered pickup via phone from Pochana for the first time recently and was pleased! It was a bit surprising that they didn't take any other information...,5,2020-06-26 10:31:23
101,toykv8K0yg8qtvZSXRQ5bg,YMXXZEgUro4xBwZViDI6ug,Got this for take out during COVID. Everything was delicious! Especially the duck noodle soup - so good a must try!! The beef stew and the hen were great too!,5,2020-06-21 16:21:30
102,dnCRiUZWgu5ZI4Q-Z-az6Q,DQCVYtn4WGeqkOGZ9vJLug,This is our favorite restaurant to order from! We are so lucky that we live next to this place. My fiancé and I love to pick up our regular orders for...,5,2020-04-24 17:35:26
103,dnCRiUZWgu5ZI4Q-Z-az6Q,p6icQ4RdHYmiRA92xquEnw,Probably the best Thai restaurant in the neighborhood.  Wish they were closer to me or I'd order from them more often (usually order from Vera Thai as it's...,5,2021-01-15 13:03:42
104,dnCRiUZWgu5ZI4Q-Z-az6Q,lyat0zTeLXzdEThKEQKIoA,"My favorite Thai restaurant in Queens. So yummy, great value, and clean! 
Thanks guys!! You guys definitely makes these days much easier :)",5,2021-01-21 12:00:44
105,ipxeCjihDqXTMkuPe-CQ4A,Fl3T676Uz86HAYrF5QdqPQ,"The best Thai food in Queens. I love the pad puck, coconut rice, chive dumplings, pad Thai with tofu, FRENCH FRIES and an ice cold Singha. Service always...",5,2020-05-13 17:58:23
106,ipxeCjihDqXTMkuPe-CQ4A,dbDTHwg0cyLeOLpptx2qFA,"Really love this thai spot, came here with my parents bc my parents always want thai. But it was so good I had to bring my friends to try here too (this...",5,2020-11-16 15:30:51
107,ipxeCjihDqXTMkuPe-CQ4A,jl2hi0H-yOEBIHYJLjpxHw,"I had the red curry, Panang. I ask them to make it extra spicy. It was delicious! I am so happy there was leftovers for the next day. It was even better.",5,2021-01-23 08:21:25
108,Eyn7hQENF8R9DrBwBHO6lQ,pQdaEq3YC_moLfWXAGBi9g,Had this over the summer (so like 5 months ago?) for take out. The noodle portion was smaller than some other places but they were generous with the shrimp....,5,2021-01-23 07:15:13
109,Eyn7hQENF8R9DrBwBHO6lQ,1yZKM_SlH_YOUZq3zhxOvQ,By far one of the best Thai food restaurants I've been to. I think what makes this place special is that grandma is throwing down in the kitchen. Her and...,5,2020-12-31 16:03:02
110,Eyn7hQENF8R9DrBwBHO6lQ,oAjV286M8JT00Jd7BTvyvw,I wish I like this place but unfortunately they don't treat their customers nicely.  The woman answered the phone was cold and didn't seem to care about...,1,2020-12-25 11:51:08
111,1wdJ1vJR_Z1vJebQGlZU3Q,SpfHB3ddhyA5mK9y5pRz_Q,Love getting their food and Thai iced teas! Usually order takeout but indoor dining is great as well! The serving portions are just right!,5,2020-10-21 17:53:03
112,1wdJ1vJR_Z1vJebQGlZU3Q,Hsy0zshTg9smdgLXOzqyiQ,Best Thai food I've had in the local area. Ordered from here via DoorDash 2 nights in a row :) ad many times thereafter... everything is packaged well and...,5,2020-10-31 17:31:45
113,1wdJ1vJR_Z1vJebQGlZU3Q,2jky2lfMo22eaa6ScddyGg,Work at Northwell for eight years and have been meaning to go. My nurses recommend it highly. I got takeout yesterday. It was really good. Also no stomach...,5,2020-12-24 10:04:15
114,JX5QkNfMd-jP-Nz5iQ_QeA,r6rsh6MA1cJCCzsuU5StIA,"My first time here was pre covid, inside it's a friendly and humble place. Ive been back many times recently for take out and it's great every time. I've...",5,2020-08-06 20:06:44
115,JX5QkNfMd-jP-Nz5iQ_QeA,t9OdBJlXU5QfygVKz0gFNQ,The food is delicious. Asked for my Pad Kee Mao to be extra spicy and it was! Chicken satay and accompanying sauces were probably the best I've had. Ordered...,5,2020-09-27 11:43:25
116,JX5QkNfMd-jP-Nz5iQ_QeA,mqI2OwsanOF7RHF9rLhX3g,Best Thai food ever! Amazing customer service! Definitely coming here every day. Near the subway so it's very easy to locate as well.,5,2021-02-09 17:09:34
117,2ZBEE_MJeRdLD1NLiNTnCQ,6k2uo5fUntAfMzUDObc9BA,"Ordered delivery from here last night - Shrimp Green Curry and Pad Khee Mao with Pork, and everything was great! I'm often disappointed in Thai food, as so...",5,2020-12-19 16:52:33
118,2ZBEE_MJeRdLD1NLiNTnCQ,YLFDCkLOWZr4DdOvVsOWVw,"Ordered delivery from here last night - Shrimp Green Curry and Pad Khee Mao with Pork, and everything was great! I'm often disappointed in Thai food, as so...",5,2020-11-23 09:08:38
